Cust_id,Cust_name,Dob,Age,Gender,Cust_Language,Mobail Number,City_code
54,ram singh,1995-09-12,27,Male,Marathi,9356456616,413304
55,preetam kumar,1982-09-05,40,Male,Marathi,9356456616,413304
56,ram kumar,2003-10-07,19,Male,Marathi,9356456616,411037
57,sarain,2000-12-26,22,Male,Marathi,9356456616,412205
58,pankaj kumar,1980-10-29,42,Male,Marathi,9356456616,412205
59,sheak shakir,1991-05-06,32,Male,Marathi,9356456616,411037
60,riyasat ali,1989-10-23,33,Male,Marathi,9356456616,411037
61,vinit katariya,1991-08-23,32,Male,Hindi,9356456616,411037
62,sumit,1995-06-09,28,Male,Hindi,9356456616,413304
63,arindra,2003-08-27,19,Male,Hindi,9356456616,411037
64,kali charan,1984-06-27,39,Male,English,9356456616,413304
65,badshya khan,1997-02-28,26,Male,English,9356456616,413304
66,vikash,2003-10-27,19,Male,English,9356456616,412205
67,devinder chadda,1983-08-10,40,Male,Marathi,9356456616,413304
68,aman,2012-04-27,11,Male,Marathi,9356456616,411037
69,mohan singh,2010-03-13,13,Male,Marathi,9356456616,412205
70,hemant,2004-04-17,19,Male,Marathi,9356456616,412205
71,shivam,2007-11-03,15,Male,Marathi,9356456616,413304
72,yash mittal,1993-04-16,30,Male,Marathi,9356456616,411037
73,aakash,1988-12-07,34,Male,Marathi,9356456616,411037
74,chandesh,1977-08-03,46,Male,Marathi,9356456616,411037
75,sumit mitra,1999-03-09,24,Male,Marathi,9356456616,412205
76,supriyal sen,1997-06-14,26,Male,Marathi,9356456616,413304
77,gajender singh @ goldy,1975-06-07,48,Male,Hindi,9356456616,411037
78,pooran chand sharma,1991-09-04,31,Male,Hindi,9356456616,411037
79,irfan,1984-08-04,39,Male,Hindi,9356456616,412205
80,azaruddin,1995-07-13,28,Male,Marathi,9356456616,411037
81,mukul yadav,1979-12-21,43,Male,Marathi,9356456616,411037
82,pooran chand sharma,1992-10-17,30,Male,Marathi,9356456616,411037
83,manoj,1996-10-14,26,Male,Marathi,9356456616,411037
84,sanjay charee,1975-01-08,48,Male,Marathi,9356456616,412205
85,raja babu,1984-02-13,39,Male,Hindi,9356456616,412205
86,pawan,1975-11-11,47,Male,Hindi,9356456616,413304
87,sandeep,1992-10-26,30,Male,Hindi,9356456616,412205
88,rajkumar chawla,2003-10-03,19,Male,English,9356456616,413304
89,parvesh,2010-11-08,12,Male,English,9356456616,412205
90,mohd ataullah,1991-05-18,32,Male,English,9356456616,412205
91,neeraj kumar,2011-05-27,12,Male,Marathi,9356456616,411037
92,jamil khan,1999-08-11,24,Male,Marathi,9356456616,412205
93,yogita,2011-09-05,11,Male,Marathi,9356456616,412205
94,rijul aggarwal,1994-09-30,28,Male,Marathi,9356456616,412205
95,mohd shakib,1985-03-19,38,Male,Marathi,9356456616,411037
96,rahul kumar,1994-09-02,28,Male,Marathi,9356456616,413304
97,rajender,2008-08-30,14,Male,Marathi,9356456616,413304
98,suraj,2003-06-29,20,Male,Marathi,9356456616,413304
99,rizwan,1988-10-13,34,Male,Marathi,9356456616,413304
100,sandeep,2009-12-30,13,Male,Marathi,9356456616,412205
101,md mustafa,2003-11-01,19,Male,Hindi,9356456616,411037
102,har parsad,1974-02-28,49,Male,Hindi,9356456616,412205
103,deepak,2003-06-03,20,Male,Hindi,9356456616,412205
104,rahul,1977-05-31,46,Male,English,9356456616,412205
105,abhishekh,2002-10-06,20,Male,English,9356456616,413304
106,shelender yadav,2002-03-20,21,Male,English,9356456616,413304
107,sanjay,1992-04-24,31,Male,Marathi,9356456616,411037
108,ankit,1985-08-05,38,Male,Marathi,9356456616,411037
109,mohd aakib,1982-09-06,40,Male,Marathi,9356456616,412205
110,surender singh chauhan,1990-12-28,32,Male,Marathi,9356456616,412205
111,amit,1999-08-28,23,Male,Marathi,9356456616,412205
112,arjun,2010-10-30,12,Male,Marathi,9356456616,412205
113,rahul sharma,2007-08-04,16,Male,Marathi,9356456616,412205
114,keshar ansari,2009-11-14,13,Male,Marathi,9356456616,411037
115,raju @ chhotu,1994-12-19,28,Male,Marathi,9356456616,412205
116,kuldeep singh,1998-03-01,25,Male,Marathi,9356456616,412205
117,santlal@golu,2002-05-26,21,Male,Hindi,9356456616,411037
118,lalit rana,1976-03-12,47,Male,Hindi,9356456616,412205
119,pulkit sharma,2005-08-17,18,Male,Hindi,9356456616,412205
120,aman soni @ badal,1974-09-25,48,Male,Hindi,9356456616,411037
121,jahoor ahmed meer,2003-02-16,20,Male,Hindi,9356456616,413304
122,sumit,1994-11-11,28,Male,Hindi,9356456616,412205
123,tammanne,2001-04-26,22,Male,Hindi,9356456616,413304
124,kailash kumar,1993-03-25,30,Male,Hindi,9356456616,413304
125,bhagwati prasad,2006-12-29,16,Male,Hindi,9356456616,413304
126,ajay,1982-06-18,41,Male,Hindi,9356456616,413304
127,silender,2006-02-26,17,Male,Hindi,9356456616,413304
128,deepak,1978-02-26,45,Male,Hindi,9356456616,412205
129,akhilesh,1976-03-11,47,Male,Hindi,9356456616,412205
130,dipendra kumar,2012-07-10,11,Male,Hindi,9356456616,413304
131,nitin,1987-07-12,36,Male,Hindi,9356456616,413304
132,doodhnath pandit,1975-03-04,48,Male,Hindi,9356456616,412205
133,aslam allam,1977-12-08,45,Male,English,9356456616,412205
134,rahul,1987-01-06,36,Male,English,9356456616,411037
135,jitender kumar,1983-09-26,39,Male,English,9356456616,412205
136,adnan,1997-10-29,25,Male,Marathi,9356456616,411037
137,vijay,1982-06-23,41,Male,Marathi,9356456616,412205
138,yogesh,2010-09-25,12,Male,Marathi,9356456616,412205
139,kabir,1991-04-08,32,Male,Marathi,9356456616,412205
140,sarvesh,1996-10-26,26,Male,Marathi,9356456616,412205
141,rakesh sarkar,1990-04-11,33,Male,Marathi,9356456616,411037
142,akash gupta,2009-10-18,13,Male,Marathi,9356456616,412205
143,rahul,1996-10-12,26,Male,Marathi,9356456616,411037
144,pintu thakur,1997-11-06,25,Male,Marathi,9356456616,411037
145,vivek,1984-04-21,39,Male,Marathi,9356456616,413304
146,mohd khairul,2012-01-12,11,Male,Hindi,9356456616,412205
147,farmaan khan,2008-08-11,15,Male,Hindi,9356456616,412205
148,vansu dev,1988-11-26,34,Male,Hindi,9356456616,412205
149,vansu dev,2013-05-31,10,Male,English,9356456616,413304
150,shyam kumar,2007-02-25,16,Male,English,9356456616,413304
151,shafibul,1977-09-21,45,Male,English,9356456616,413304
152,lalit kathuriya,2003-04-03,20,Male,Marathi,9356456616,413304
153,pooran chand,2003-10-28,19,Male,Marathi,9356456616,412205
154,aamir hussain,1993-08-09,30,Male,Marathi,9356456616,412205
155,kamal jit singh,1983-10-14,39,Male,Marathi,9356456616,413304
156,shiv kumar,1978-06-05,45,Male,Marathi,9356456616,412205
157,mayank chaudhary ,1995-03-24,28,Male,Marathi,9356456616,413304
158,rohit,2012-10-18,10,Male,Marathi,9356456616,413304
159,som dutt,2004-04-02,19,Male,Marathi,9356456616,412205
160,bablu regar,1991-12-29,31,Male,Marathi,9356456616,412205
161,rohit,2008-04-12,15,Male,Marathi,9356456616,412205
162,rajkumar,1998-10-25,24,Male,Hindi,9356456616,412205
163,mubarik,1979-11-13,43,Male,Hindi,9356456616,411037
164,niraj,1974-05-25,49,Male,Hindi,9356456616,411037
165,sarbjeet ,1988-07-06,35,Male,English,9356456616,411037
166,axat,1975-03-07,48,Male,English,9356456616,412205
167,amit,1991-12-24,31,Male,English,9356456616,412205
168,anubhav shrivastab,1983-01-10,40,Male,Marathi,9356456616,411037
169,akkash,1989-04-23,34,Male,Marathi,9356456616,413304
170,himanshu,1976-05-04,47,Male,Marathi,9356456616,413304
171,harsh dagar,2011-08-21,12,Male,Marathi,9356456616,411037
172,anil kumar,1992-08-30,30,Male,Marathi,9356456616,413304
173,vijay virmani,2010-05-02,13,Male,Marathi,9356456616,411037
174,vivek auhari,1979-09-04,43,Male,Marathi,9356456616,412205
175,sachin,2013-02-22,10,Male,Marathi,9356456616,413304
176,subhash chand bhatia,2011-07-24,12,Male,Marathi,9356456616,412205
177,bhupender,1983-11-14,39,Male,Marathi,9356456616,412205
178,raghunandan das,1995-04-22,28,Male,Hindi,9356456616,413304
179,sanjay,1980-09-15,42,Male,Hindi,9356456616,413304
180,ajay kumar,1999-03-22,24,Male,Hindi,9356456616,413304
181,yognder,2011-02-11,12,Male,Marathi,9356456616,413304
182,subhash,2002-01-30,21,Male,Marathi,9356456616,413304
183,arun ,1988-12-10,34,Male,Marathi,9356456616,412205
184,rahul,1974-08-16,49,Male,Marathi,9356456616,411037
185,vikas,1995-09-30,27,Male,Marathi,9356456616,411037
186,vinod,1986-03-23,37,Male,Hindi,9356456616,411037
187,salman,2001-10-16,21,Male,Hindi,9356456616,412205
188,mohan kumar,2000-01-12,23,Male,Hindi,9356456616,411037
189,sandeep meghawal,1978-01-31,45,Male,English,9356456616,411037
190,imamudeen,1974-11-08,48,Male,English,9356456616,412205
191,sandeep kumar,1977-04-24,46,Male,English,9356456616,411037
192,tarjan,1994-08-11,29,Male,Marathi,9356456616,412205
193,kuldeep singh,1973-11-25,49,Male,Marathi,9356456616,413304
194,murari,1992-02-18,31,Male,Marathi,9356456616,412205
195,ramvilash,1991-10-27,31,Male,Marathi,9356456616,411037
196,jagdish,1977-10-07,45,Male,Marathi,9356456616,413304
197,vishal,1983-12-09,39,Male,Marathi,9356456616,412205
198,mohd shahid,1977-12-02,45,Male,Marathi,9356456616,411037
199,ramvilash,1997-08-21,26,Male,Marathi,9356456616,411037
200,kuldeep,2012-11-20,10,Male,Marathi,9356456616,411037
201,talim,1994-08-11,29,Male,Marathi,9356456616,412205
202,nanku prasad,1996-07-21,27,Male,Hindi,9356456616,413304
203,bhola sarkar,1994-09-02,28,Male,Hindi,9356456616,411037
204,balraj,2008-08-30,14,Male,Hindi,9356456616,413304
205,ravindra kumar,2003-06-29,20,Male,English,9356456616,413304
206,rohit kumar,1988-10-13,34,Male,English,9356456616,413304
207,uttam kumar ,2009-12-30,13,Male,English,9356456616,413304
208,babalu sen,2003-11-01,19,Male,Marathi,9356456616,411037
209,rustam shah,1974-02-28,49,Male,Marathi,9356456616,413304
210,sukhdev,2003-06-03,20,Male,Marathi,9356456616,411037
211,b vikjay kumar,1977-05-31,46,Male,Marathi,9356456616,413304
213,gopal sharma,2002-10-06,20,Male,Marathi,9356456616,413304
214,beeru,2002-03-20,21,Male,Marathi,9356456616,411037
215,vipin,1992-04-24,31,Male,Marathi,9356456616,412205
216,manish garg,1985-08-05,38,Male,Marathi,9356456616,413304
217,guddu,1982-09-06,40,Male,Marathi,9356456616,413304
218,jatin,1990-12-28,32,Male,Marathi,9356456616,411037
219,amit kumar,1999-08-28,23,Male,Hindi,9356456616,412205
220,amit kumar,2010-10-30,12,Male,Hindi,9356456616,413304
221,shadab,2007-08-04,16,Male,Hindi,9356456616,411037
222,rakesh,2009-11-14,13,Male,Hindi,9356456616,413304
223,guddu,1994-12-19,28,Male,Hindi,9356456616,413304
224,abhishek,1998-03-01,25,Male,Hindi,9356456616,411037
225,gulfam,2002-05-26,21,Male,Hindi,9356456616,411037
226,phoolwati ,1976-03-12,47,Male,Hindi,9356456616,412205
227,mohit maan,2005-08-17,18,Male,Hindi,9356456616,412205
228,veer bhan singh,1974-09-25,48,Male,Hindi,9356456616,412205
229,dinesh kumar,2003-02-16,20,Male,Hindi,9356456616,413304
230,amarjeet,1994-11-11,28,Male,Hindi,9356456616,411037
231,satyadev,2001-04-26,22,Male,Hindi,9356456616,413304
232,mohd. mukhtaar,1993-03-25,30,Male,Hindi,9356456616,412205
233,rishi,2006-12-29,16,Male,Hindi,9356456616,411037
234,esrail khan,1982-06-18,41,Male,Hindi,9356456616,411037
235,suresh kumar,2006-02-26,17,Male,English,9356456616,413304
236,pankaj chand,1978-02-26,45,Male,English,9356456616,413304
237,ajay narayan,1976-03-11,47,Male,English,9356456616,412205
238,mohit ,2012-07-10,11,Male,Marathi,9356456616,413304
239,sumit,1987-07-12,36,Male,Marathi,9356456616,412205
240,saddam,1975-03-04,48,Male,Marathi,9356456616,412205
241,nikhleshwar bhagat,1977-12-08,45,Male,Marathi,9356456616,411037
242,jai singh,1987-01-06,36,Male,Marathi,9356456616,411037
243,deepak,1983-09-26,39,Male,Marathi,9356456616,413304
244,sunil kumar,1997-10-29,25,Male,Marathi,9356456616,412205
245,ram kishan,1982-06-23,41,Male,Marathi,9356456616,411037
246,arun,2010-09-25,12,Male,Marathi,9356456616,412205
247,virender,1991-04-08,32,Male,Marathi,9356456616,411037
248,bishun,1996-10-26,26,Male,Hindi,9356456616,411037
249,pritam singh,1990-04-11,33,Male,Hindi,9356456616,411037
250,akash gupta,2009-10-18,13,Male,Hindi,9356456616,412205
251,kishan,1996-10-12,26,Male,English,9356456616,413304
252,mohd kausar,1997-11-06,25,Male,English,9356456616,412205
253,sachin,1984-04-21,39,Male,English,9356456616,411037
254,harman singh,2012-01-12,11,Male,Marathi,9356456616,411037
255,deepak,2008-08-11,15,Male,Marathi,9356456616,412205
256,rajbir,1988-11-26,34,Male,Marathi,9356456616,413304
257,vinod lal,2013-05-31,10,Male,Marathi,9356456616,412205
259,chander shaker,2007-02-25,16,Male,Marathi,9356456616,411037
260,krishan,1977-09-21,45,Male,Marathi,9356456616,413304
261,ram ji,2003-04-03,20,Male,Marathi,9356456616,413304
262,jony,2003-10-28,19,Male,Marathi,9356456616,411037
263,mohammad ali,1993-08-09,30,Male,Marathi,9356456616,413304
264,ashok kumar ,1983-10-14,39,Male,Marathi,9356456616,412205
265,ravinder ,1978-06-05,45,Male,Hindi,9356456616,411037
266,amit,1995-03-24,28,Male,Hindi,9356456616,413304
267,guman singh basyal,2012-10-18,10,Male,Hindi,9356456616,412205
268,amardeep,2004-04-02,19,Male,English,9356456616,413304
269,jagdish,1991-12-29,31,Male,English,9356456616,411037
270,bharat,2008-04-12,15,Male,English,9356456616,412205
271,azaz,1998-10-25,24,Male,Marathi,9356456616,413304
272,raja kumar,1979-11-13,43,Male,Marathi,9356456616,413304
273,parveen,1974-05-25,49,Male,Marathi,9356456616,413304
274,mahabir prasad,1988-07-06,35,Male,Marathi,9356456616,411037
275,kartik @ kaku,1975-03-07,48,Male,Marathi,9356456616,413304
276,shubham yadav,1991-12-24,31,Male,Marathi,9356456616,412205
277,yogesh,1983-01-10,40,Male,Marathi,9356456616,412205
278,madan,1989-04-23,34,Male,Marathi,9356456616,411037
279,rashid,1976-05-04,47,Male,Marathi,9356456616,411037
280,jitender,2011-08-21,12,Male,Marathi,9356456616,413304
281,pawan kumar,1992-08-30,30,Male,Hindi,9356456616,411037
282,vivek,2010-05-02,13,Male,Hindi,9356456616,413304
283,pintu kumar,1979-09-04,43,Male,Hindi,9356456616,412205
284,deep,2013-02-22,10,Male,Marathi,9356456616,412205
285,dharmbir,2011-07-24,12,Male,Marathi,9356456616,413304
286,rishi kakdia,1983-11-14,39,Male,Marathi,9356456616,411037
287,kunal @ kannu,1995-04-22,28,Male,Marathi,9356456616,411037
288,arman ansari,1980-09-15,42,Male,Marathi,9356456616,413304
289,avinsh,1999-03-22,24,Male,Hindi,9356456616,412205
290,karan,2011-02-11,12,Male,Hindi,9356456616,413304
291,sandeep kumar,2002-01-30,21,Male,Hindi,9356456616,411037
292,sagar,1988-12-10,34,Male,English,9356456616,412205
293,nikhil,1974-08-16,49,Male,English,9356456616,412205
294,raman,1995-09-30,27,Male,English,9356456616,411037
295,sujen manjhi,1986-03-23,37,Male,Marathi,9356456616,411037
296,abhijeet,2001-10-16,21,Male,Marathi,9356456616,411037
297,anshu,2000-01-12,23,Male,Marathi,9356456616,411037
298,sahil,1978-01-31,45,Male,Marathi,9356456616,412205
299,aditya som,1974-11-08,48,Male,Marathi,9356456616,411037
300,gaurav,2000-12-26,22,Male,Marathi,9356456616,412205
301,raja kumar,1980-10-29,42,Male,Marathi,9356456616,411037
302,sunil,1991-05-06,32,Male,Marathi,9356456616,412205
303,ravi kumar,1989-10-23,33,Male,Marathi,9356456616,411037
304,shankar kumar,1991-08-23,32,Male,Marathi,9356456616,412205
305,vishvash,1995-06-09,28,Male,Hindi,9356456616,412205
306,sonia,2003-08-27,19,Male,Hindi,9356456616,412205
307,santosh,1984-06-27,39,Male,Hindi,9356456616,412205
308,kayamuddin,1997-02-28,26,Male,English,9356456616,413304
309,rohit kumar,2003-10-27,19,Male,English,9356456616,412205
310,nandkishore karpenter,1983-08-10,40,Male,English,9356456616,411037
311,lala bhai,2012-04-27,11,Male,Marathi,9356456616,412205
312,kishan rai,2010-03-13,13,Male,Marathi,9356456616,413304
313,mahender kumar,2004-04-17,19,Male,Marathi,9356456616,412205
314,deepak,2007-11-03,15,Male,Marathi,9356456616,413304
315,mohd afzal,1993-04-16,30,Male,Marathi,9356456616,413304
316,satender,1988-12-07,34,Male,Marathi,9356456616,412205
317,shiv prasad singh,1977-08-03,46,Male,Marathi,9356456616,413304
318,mobin,1999-03-09,24,Male,Marathi,9356456616,412205
319,khokan sarkar,1997-06-14,26,Male,Marathi,9356456616,411037
320,vikash,1975-06-07,48,Male,Marathi,9356456616,411037
321,krisana braman,1991-09-04,31,Male,Hindi,9356456616,412205
322,vipol,1984-08-04,39,Male,Hindi,9356456616,413304
323,sanjay,1995-07-13,28,Male,Hindi,9356456616,411037
324,mohd miraj ansari,1979-12-21,43,Male,Hindi,9356456616,411037
325,rajmani,1992-10-17,30,Male,Hindi,9356456616,412205
326,harbir  singh,1996-10-14,26,Male,Hindi,9356456616,412205
327,mohan,1975-01-08,48,Male,Hindi,9356456616,413304
328,farid,1984-02-13,39,Male,Hindi,9356456616,411037
329,yuvraj kumar,1975-11-11,47,Male,Hindi,9356456616,413304
330,charan jeet singh,1992-10-26,30,Male,Hindi,9356456616,411037
331,satish kumar,2003-10-03,19,Male,Hindi,9356456616,412205
332,gappu,2010-11-08,12,Male,Hindi,9356456616,413304
333,nazeem,1991-05-18,32,Male,Hindi,9356456616,412205
334,aamir,2011-05-27,12,Male,Hindi,9356456616,412205
335,vivek sharma,1999-08-11,24,Male,Hindi,9356456616,413304
336,sandeep,2011-09-05,11,Male,Hindi,9356456616,412205
337,gutam,1994-09-30,28,Male,English,9356456616,411037
338,prakul,1985-03-19,38,Male,English,9356456616,411037
339,birjesh,1994-09-02,28,Male,English,9356456616,413304
340,sahil tigga,2008-08-30,14,Male,Marathi,9356456616,413304
341,girishi chand,2003-06-29,20,Male,Marathi,9356456616,412205
342,pavan sharma,1988-10-13,34,Male,Marathi,9356456616,411037
343,ikramuddin,2009-12-30,13,Male,Marathi,9356456616,412205
344,sajan,2003-11-01,19,Male,Marathi,9356456616,413304
345,molu,1974-02-28,49,Male,Marathi,9356456616,412205
346,dilawar,2003-06-03,20,Male,Marathi,9356456616,412205
347,naval kishore,1977-05-31,46,Male,Marathi,9356456616,413304
348,sanjay,2002-10-06,20,Male,Marathi,9356456616,411037
349,ajahar,2002-03-20,21,Male,Marathi,9356456616,411037
350,sanjeev,1992-04-24,31,Male,Hindi,9356456616,413304
351,raman ralhan,1985-08-05,38,Male,Hindi,9356456616,411037
352,raman ralhan,1982-09-06,40,Male,Hindi,9356456616,412205
353,rohit,1990-12-28,32,Male,English,9356456616,411037
354,prem chand,1999-08-28,23,Male,English,9356456616,412205
355,sandhaya,2010-10-30,12,Male,English,9356456616,412205
356,ashish,2007-08-04,16,Male,Marathi,9356456616,412205
357,irfan,2009-11-14,13,Male,Marathi,9356456616,411037
358,jang bahadur,1994-12-19,28,Male,Marathi,9356456616,411037
359,om parkash ahuja,1998-03-01,25,Male,Marathi,9356456616,411037
360,kamre alam,2002-05-26,21,Male,Marathi,9356456616,413304
361,md. raju,1976-03-12,47,Male,Marathi,9356456616,413304
362,dinesh,2005-08-17,18,Male,Marathi,9356456616,412205
363,satpal,1974-09-25,48,Male,Marathi,9356456616,413304
364,ram pyare,2003-02-16,20,Male,Marathi,9356456616,413304
365,suraj singh,1994-11-11,28,Male,Marathi,9356456616,413304
366,ashfaq,2001-04-26,22,Male,Hindi,9356456616,412205
367,shaid,1993-03-25,30,Male,Hindi,9356456616,413304
368,vikas gupta,2006-12-29,16,Male,Hindi,9356456616,413304
369,vijay singh,1982-06-18,41,Male,English,9356456616,411037
370,hari ram,2006-02-26,17,Male,English,9356456616,413304
371,manoj kumar,1978-02-26,45,Male,English,9356456616,411037
372,parash das,1976-03-11,47,Male,Marathi,9356456616,411037
373,mehraj,2012-07-10,11,Male,Marathi,9356456616,411037
374,chetan,1987-07-12,36,Male,Marathi,9356456616,413304
375,bhanwar lal,1975-03-04,48,Male,Marathi,9356456616,413304
376,sanavvar,1977-12-08,45,Male,Marathi,9356456616,412205
377,rahul sharma,1987-01-06,36,Male,Marathi,9356456616,411037
378,mustaq,1983-09-26,39,Male,Marathi,9356456616,411037
379,ramkaran verma,1997-10-29,25,Male,Marathi,9356456616,413304
380,mukhtyar hussain,1982-06-23,41,Male,Marathi,9356456616,413304
381,vakil,2010-09-25,12,Male,Marathi,9356456616,413304
382,bilal malik,1991-04-08,32,Male,Hindi,9356456616,412205
383,radheshyam sen,1996-10-26,26,Male,Hindi,9356456616,411037
384,mukesh,1990-04-11,33,Male,Hindi,9356456616,412205
385,sunil kumar,2009-10-18,13,Male,Marathi,9356456616,413304
386,sunny,1996-10-12,26,Male,Marathi,9356456616,411037
387,jitender rajak,1997-11-06,25,Male,Marathi,9356456616,412205
388,brahamprakash,1984-04-21,39,Male,Marathi,9356456616,413304
389,raju singh,2012-01-12,11,Male,Marathi,9356456616,413304
390,sobit saini,2008-08-11,15,Male,Hindi,9356456616,413304
391,inder dutt,1988-11-26,34,Male,Hindi,9356456616,412205
392,shakir,2013-05-31,10,Male,Hindi,9356456616,411037
393,haseen ahmed,2007-02-25,16,Male,English,9356456616,413304
394,kiran,1977-09-21,45,Male,English,9356456616,411037
395,gulam rashul,2003-04-03,20,Male,English,9356456616,412205
396,rajan,2003-10-28,19,Male,Marathi,9356456616,411037
397,ayush,1993-08-09,30,Male,Marathi,9356456616,411037
398,suraj,1983-10-14,39,Male,Marathi,9356456616,411037
399,sehboob,1978-06-05,45,Male,Marathi,9356456616,412205
400,sanjay kumar s/o,1995-03-24,28,Male,Marathi,9356456616,411037
401,manish,2012-10-18,10,Male,Marathi,9356456616,411037
402,amit kumar yadav,2004-04-02,19,Male,Marathi,9356456616,412205
403,divaraj,1991-12-29,31,Male,Marathi,9356456616,413304
404,kamlesh,2008-04-12,15,Male,Marathi,9356456616,412205
405,rajiv bagoriya,1998-10-25,24,Male,Marathi,9356456616,412205
406,abhinav chaudhary,1979-11-13,43,Male,Hindi,9356456616,413304
407,rahul,1974-05-25,49,Male,Hindi,9356456616,411037
409,azruddin,1988-07-06,35,Male,Hindi,9356456616,412205
410,sanjay kuma,1975-03-07,48,Male,English,9356456616,413304
411,mushir ahmed,1991-12-24,31,Male,English,9356456616,412205
412,vibhuti shyamal,1983-01-10,40,Male,English,9356456616,411037
413,inderjeet,1989-04-23,34,Male,Marathi,9356456616,412205
414,sanjay,1976-05-04,47,Male,Marathi,9356456616,411037
415,golu,2011-08-21,12,Male,Marathi,9356456616,412205
416,lokesh,1992-08-30,30,Male,Marathi,9356456616,412205
417,rajkumar,2010-05-02,13,Male,Marathi,9356456616,413304
418,neeraj kandari,1979-09-04,43,Male,Marathi,9356456616,411037
419,mukul verma,2013-02-22,10,Male,Marathi,9356456616,413304
420,rijakpal,2011-07-24,12,Male,Marathi,9356456616,413304
421,jai kishan,1983-11-14,39,Male,Marathi,9356456616,411037
422,munna lal jain,1995-04-22,28,Male,Marathi,9356456616,412205
423,jai prakash kashyap,1980-09-15,42,Male,Hindi,9356456616,413304
424,jai prakash kashyap,1999-03-22,24,Male,Hindi,9356456616,413304
425,shishram,2011-02-11,12,Male,Hindi,9356456616,412205
426,parveen aggarwal,2002-01-30,21,Male,Hindi,9356456616,413304
427,pramod paswan,1988-12-10,34,Male,Hindi,9356456616,412205
428,ajit,1974-08-16,49,Male,Hindi,9356456616,413304
429,deelip,1995-09-30,27,Male,Hindi,9356456616,413304
430,deelip,1986-03-23,37,Male,Hindi,9356456616,411037
431,rahul,2001-10-16,21,Male,Hindi,9356456616,413304
432,aaftaab husan,2000-01-12,23,Male,Hindi,9356456616,411037
